pdb,uniprot_id,database,reason
AF-A0A089FKX5-F1-model_v6,A0A089FKX5,afdb,excluded_species
AF-A0A6P6CJI4-F1-model_v6,A0A6P6CJI4,afdb,excluded_species
AF-A0A6J2WKZ3-F1-model_v6,A0A6J2WKZ3,afdb,excluded_species
AF-A0A665V4J9-F1-model_v6,A0A665V4J9,afdb,excluded_species
AF-G1QAC6-F1-model_v6,G1QAC6,afdb,excluded_species
AF-O46824-F1-model_v6,O46824,afdb,excluded_species
AF-A0A2J8QZ50-F1-model_v6,A0A2J8QZ50,afdb,excluded_species
AF-A0A337SLM1-F1-model_v6,A0A337SLM1,afdb,excluded_species
AF-F7CDQ3-F1-model_v6,F7CDQ3,afdb,excluded_species
AF-A0A8C5S4W0-F1-model_v6,A0A8C5S4W0,afdb,excluded_species
AF-A0A663DAA7-F1-model_v6,A0A663DAA7,afdb,excluded_species
AF-A0A8C3WKQ0-F1-model_v6,A0A8C3WKQ0,afdb,excluded_species
AF-B0B0I9-F1-model_v6,B0B0I9,afdb,excluded_species
AF-A0A7J8FJS0-F1-model_v6,A0A7J8FJS0,afdb,excluded_species
AF-B7TRM4-F1-model_v6,B7TRM4,afdb,excluded_species
AF-G9HR05-F1-model_v6,G9HR05,afdb,excluded_species
AF-A0A3B4CIX0-F1-model_v6,A0A3B4CIX0,afdb,excluded_species
AF-A0A977SP71-F1-model_v6,A0A977SP71,afdb,excluded_species
AF-A0A3Q1MS78-F1-model_v6,A0A3Q1MS78,afdb,excluded_species
AF-B7TRN5-F1-model_v6,B7TRN5,afdb,excluded_species
AF-A0A6J0VG56-F1-model_v6,A0A6J0VG56,afdb,excluded_species
AF-F8WRI6-F1-model_v6,F8WRI6,afdb,excluded_species
AF-A0A8C7L949-F1-model_v6,A0A8C7L949,afdb,excluded_species
AF-A0A8C4YTW5-F1-model_v6,A0A8C4YTW5,afdb,excluded_species
AF-A0A3Q3BR23-F1-model_v6,A0A3Q3BR23,afdb,excluded_species
AF-B7TRP9-F1-model_v6,B7TRP9,afdb,excluded_species
AF-B7TRK1-F1-model_v6,B7TRK1,afdb,excluded_species
AF-A0A8C3KJA9-F1-model_v6,A0A8C3KJA9,afdb,excluded_species
AF-A0A6M9U093-F1-model_v6,A0A6M9U093,afdb,excluded_species
AF-A0A3B3VC40-F1-model_v6,A0A3B3VC40,afdb,excluded_species
AF-A0A6J3BAP8-F1-model_v6,A0A6J3BAP8,afdb,excluded_species
AF-A0A8D0QU59-F1-model_v6,A0A8D0QU59,afdb,excluded_species
AF-A0A8D0HUQ8-F1-model_v6,A0A8D0HUQ8,afdb,excluded_species
AF-A0A0U1ZCW0-F1-model_v6,A0A0U1ZCW0,afdb,excluded_species
AF-A0A977SLW7-F1-model_v6,A0A977SLW7,afdb,excluded_species
AF-A0A8I6ATJ3-F1-model_v6,A0A8I6ATJ3,afdb,excluded_species
AF-E0X5M1-F1-model_v6,E0X5M1,afdb,excluded_species
AF-Q5IEF5-F1-model_v6,Q5IEF5,afdb,excluded_species
AF-A0A3B4BVT1-F1-model_v6,A0A3B4BVT1,afdb,excluded_species
AF-A0A8B7AQ70-F1-model_v6,A0A8B7AQ70,afdb,excluded_species
AF-A0A2K5DC65-F1-model_v6,A0A2K5DC65,afdb,excluded_species
AF-A0A3Q3GG15-F1-model_v6,A0A3Q3GG15,afdb,excluded_species
AF-A0A8D1SPI0-F1-model_v6,A0A8D1SPI0,afdb,excluded_species
AF-A0A8C0H409-F1-model_v6,A0A8C0H409,afdb,excluded_species
AF-E0X5M8-F1-model_v6,E0X5M8,afdb,excluded_species
AF-A0A1J0QXF6-F1-model_v6,A0A1J0QXF6,afdb,excluded_species
AF-A0A977SMA2-F1-model_v6,A0A977SMA2,afdb,excluded_species
AF-A0AAR2J5Z2-F1-model_v6,A0AAR2J5Z2,afdb,excluded_species
AF-Q9TNN8-F1-model_v6,Q9TNN8,afdb,excluded_species
AF-E0X5M4-F1-model_v6,E0X5M4,afdb,excluded_species
AF-A0A8C0INL6-F1-model_v6,A0A8C0INL6,afdb,excluded_species
AF-H2RBY9-F1-model_v6,H2RBY9,afdb,excluded_species
AF-A0A4W4DY57-F1-model_v6,A0A4W4DY57,afdb,excluded_species
AF-O19488-F1-model_v6,O19488,afdb,excluded_species
AF-L8IX61-F1-model_v6,L8IX61,afdb,excluded_species
AF-A0A672TGC8-F1-model_v6,A0A672TGC8,afdb,excluded_species
AF-B5L657-F1-model_v6,B5L657,afdb,excluded_species
AF-A0AAW1BSP6-F1-model_v6,A0AAW1BSP6,afdb,excluded_species
AF-A0A8C3FGC6-F1-model_v6,A0A8C3FGC6,afdb,excluded_species
AF-Q5IEF2-F1-model_v6,Q5IEF2,afdb,excluded_species
AF-A0A671TNJ0-F1-model_v6,A0A671TNJ0,afdb,excluded_species
AF-A0A4X1U9V3-F1-model_v6,A0A4X1U9V3,afdb,excluded_species
AF-A0A6P9C133-F1-model_v6,A0A6P9C133,afdb,excluded_species
AF-A0AA88TXP7-F1-model_v6,A0AA88TXP7,afdb,excluded_species
AF-A0A7J8FKX7-F1-model_v6,A0A7J8FKX7,afdb,excluded_species
AF-A0A8C6X9F8-F1-model_v6,A0A8C6X9F8,afdb,excluded_species
AF-A0A8B9SFY4-F1-model_v6,A0A8B9SFY4,afdb,excluded_species
AF-A0A4W4DXK0-F1-model_v6,A0A4W4DXK0,afdb,excluded_species
AF-F1CN33-F1-model_v6,F1CN33,afdb,excluded_species
AF-B7TRG2-F1-model_v6,B7TRG2,afdb,excluded_species
AF-I3NE43-F1-model_v6,I3NE43,afdb,excluded_species
AF-A0A8B9SEW5-F1-model_v6,A0A8B9SEW5,afdb,excluded_species
AF-A2RV87-F1-model_v6,A2RV87,afdb,excluded_species
AF-A0A250XYR1-F1-model_v6,A0A250XYR1,afdb,excluded_species
AF-G9HR25-F1-model_v6,G9HR25,afdb,excluded_species
AF-A0A6P3Q9V0-F1-model_v6,A0A6P3Q9V0,afdb,excluded_species
AF-G9HR42-F1-model_v6,G9HR42,afdb,excluded_species
AF-Q9TNW4-F1-model_v6,Q9TNW4,afdb,excluded_species
AF-G9HR34-F1-model_v6,G9HR34,afdb,excluded_species
AF-A0A6P9C139-F1-model_v6,A0A6P9C139,afdb,excluded_species
AF-B7TRG3-F1-model_v6,B7TRG3,afdb,excluded_species
AF-A0A8C3SUP0-F1-model_v6,A0A8C3SUP0,afdb,excluded_species
AF-A0A8C3ICG5-F1-model_v6,A0A8C3ICG5,afdb,excluded_species
AF-G9HQU2-F1-model_v6,G9HQU2,afdb,excluded_species
AF-G9HR26-F1-model_v6,G9HR26,afdb,excluded_species
AF-O46789-F1-model_v6,O46789,afdb,excluded_species
AF-B0B0J1-F1-model_v6,B0B0J1,afdb,excluded_species
AF-E1B821-F1-model_v6,E1B821,afdb,excluded_species
AF-G9HR24-F1-model_v6,G9HR24,afdb,excluded_species
AF-L8IAI4-F1-model_v6,L8IAI4,afdb,excluded_species
AF-G7MF54-F1-model_v6,G7MF54,afdb,excluded_species
AF-G9BMH7-F1-model_v6,G9BMH7,afdb,excluded_species
AF-B7TRF3-F1-model_v6,B7TRF3,afdb,excluded_species
AF-A0A3Q1IVU4-F1-model_v6,A0A3Q1IVU4,afdb,excluded_species
AF-A0A3Q1IVP7-F1-model_v6,A0A3Q1IVP7,afdb,excluded_species
AF-A0A8B9QN98-F1-model_v6,A0A8B9QN98,afdb,excluded_species
AF-A0A9Q9V398-F1-model_v6,A0A9Q9V398,afdb,excluded_species
AF-A0A5N3XRU9-F1-model_v6,A0A5N3XRU9,afdb,excluded_species
AF-A0A2H4C5J7-F1-model_v6,A0A2H4C5J7,afdb,excluded_species
AF-A0A151P576-F1-model_v6,A0A151P576,afdb,excluded_species
AF-A0A6P7D804-F1-model_v6,A0A6P7D804,afdb,excluded_species
AF-A0A1S5RB21-F1-model_v6,A0A1S5RB21,afdb,excluded_species
AF-A0A5F4WAG2-F1-model_v6,A0A5F4WAG2,afdb,excluded_species
AF-A0A6P3I1L8-F1-model_v6,A0A6P3I1L8,afdb,excluded_species
AF-A0A8C5Q0C6-F1-model_v6,A0A8C5Q0C6,afdb,excluded_species
AF-A0A8C3SW78-F1-model_v6,A0A8C3SW78,afdb,excluded_species
AF-A0A9J7YY85-F1-model_v6,A0A9J7YY85,afdb,excluded_species
AF-A0A674P919-F1-model_v6,A0A674P919,afdb,excluded_species
AF-A0A8C5PYX1-F1-model_v6,A0A8C5PYX1,afdb,excluded_species
AF-A0A9W3GX76-F1-model_v6,A0A9W3GX76,afdb,excluded_species
AF-A0A9L0J6H1-F1-model_v6,A0A9L0J6H1,afdb,excluded_species
AF-E0X5M0-F1-model_v6,E0X5M0,afdb,excluded_species
AF-A0A8C2RUD6-F1-model_v6,A0A8C2RUD6,afdb,excluded_species
AF-A0A8D2L7L5-F1-model_v6,A0A8D2L7L5,afdb,excluded_species
AF-A0A3Q2Q1Y5-F1-model_v6,A0A3Q2Q1Y5,afdb,excluded_species
AF-F7GRH8-F1-model_v6,F7GRH8,afdb,excluded_species
AF-G9BMA1-F1-model_v6,G9BMA1,afdb,excluded_species
AF-A0A8C8DH01-F1-model_v6,A0A8C8DH01,afdb,excluded_species
AF-A0A6J3BD66-F1-model_v6,A0A6J3BD66,afdb,excluded_species
AF-B7TRP5-F1-model_v6,B7TRP5,afdb,excluded_species
AF-A0A8C4YTS2-F1-model_v6,A0A8C4YTS2,afdb,excluded_species
AF-Q4V802-F1-model_v6,Q4V802,afdb,excluded_species
AF-A0A3P8X6Y1-F1-model_v6,A0A3P8X6Y1,afdb,excluded_species
AF-A0A2K6STI3-F1-model_v6,A0A2K6STI3,afdb,excluded_species
AF-A0A3B4BPR6-F1-model_v6,A0A3B4BPR6,afdb,excluded_species
AF-A0A7J7FAZ5-F1-model_v6,A0A7J7FAZ5,afdb,excluded_species
AF-A0A7J6C2G2-F1-model_v6,A0A7J6C2G2,afdb,excluded_species
AF-A0A665U5W7-F1-model_v6,A0A665U5W7,afdb,excluded_species
AF-A0A8T0A749-F1-model_v6,A0A8T0A749,afdb,excluded_species
AF-A0A6B9M1R3-F1-model_v6,A0A6B9M1R3,afdb,excluded_species
AF-B7TRM2-F1-model_v6,B7TRM2,afdb,excluded_species
AF-A0A8C0HAP6-F1-model_v6,A0A8C0HAP6,afdb,excluded_species
AF-Q9GJL6-F1-model_v6,Q9GJL6,afdb,excluded_species
AF-A0A8C6PRL9-F1-model_v6,A0A8C6PRL9,afdb,excluded_species
AF-A0A1S3GD83-F1-model_v6,A0A1S3GD83,afdb,excluded_species
AF-A0A3P8PIU3-F1-model_v6,A0A3P8PIU3,afdb,excluded_species
AF-A0A977XB21-F1-model_v6,A0A977XB21,afdb,excluded_species
AF-B7TRP3-F1-model_v6,B7TRP3,afdb,excluded_species
AF-D5MSA7-F1-model_v6,D5MSA7,afdb,excluded_species
AF-A0A089FH08-F1-model_v6,A0A089FH08,afdb,excluded_species
AF-A0A8C3P6F1-F1-model_v6,A0A8C3P6F1,afdb,excluded_species
AF-G9HQU1-F1-model_v6,G9HQU1,afdb,excluded_species
AF-G9HR52-F1-model_v6,G9HR52,afdb,excluded_species
AF-A0A8C8SLQ6-F1-model_v6,A0A8C8SLQ6,afdb,excluded_species
AF-G9BMF6-F1-model_v6,G9BMF6,afdb,excluded_species
AF-A0A7L4JJH7-F1-model_v6,A0A7L4JJH7,afdb,excluded_species
AF-G9BMC3-F1-model_v6,G9BMC3,afdb,excluded_species
AF-A0A2K6FSG7-F1-model_v6,A0A2K6FSG7,afdb,excluded_species
AF-A0A674MMS3-F1-model_v6,A0A674MMS3,afdb,excluded_species
AF-F6PRS3-F1-model_v6,F6PRS3,afdb,excluded_species
AF-O46833-F1-model_v6,O46833,afdb,excluded_species
AF-A0A3Q1INJ5-F1-model_v6,A0A3Q1INJ5,afdb,excluded_species
AF-A0A803Y452-F1-model_v6,A0A803Y452,afdb,excluded_species
AF-A0A3Q2Q1U7-F1-model_v6,A0A3Q2Q1U7,afdb,excluded_species
AF-A0A3B4BVE9-F1-model_v6,A0A3B4BVE9,afdb,excluded_species
AF-B7TRF5-F1-model_v6,B7TRF5,afdb,excluded_species
AF-A0A8V0XCY1-F1-model_v6,A0A8V0XCY1,afdb,excluded_species
AF-F7F763-F1-model_v6,F7F763,afdb,excluded_species
AF-V9LL35-F1-model_v6,V9LL35,afdb,excluded_species
AF-A0A8C2RUI3-F1-model_v6,A0A8C2RUI3,afdb,excluded_species
AF-A0A8T2MHF5-F1-model_v6,A0A8T2MHF5,afdb,excluded_species
AF-A0A8C3ICB2-F1-model_v6,A0A8C3ICB2,afdb,excluded_species
AF-B7TRL4-F1-model_v6,B7TRL4,afdb,excluded_species
AF-A0AAD8ZVY6-F1-model_v6,A0AAD8ZVY6,afdb,excluded_species
AF-Q9TQB5-F1-model_v6,Q9TQB5,afdb,excluded_species
AF-A0A8T0AH00-F1-model_v6,A0A8T0AH00,afdb,excluded_species
AF-A0A852DTU6-F1-model_v6,A0A852DTU6,afdb,excluded_species
AF-A0A8D1UH50-F1-model_v6,A0A8D1UH50,afdb,excluded_species
AF-A0A8B7KEP2-F1-model_v6,A0A8B7KEP2,afdb,excluded_species
AF-A0A3B5M3Z2-F1-model_v6,A0A3B5M3Z2,afdb,excluded_species
AF-A0AAY5KZ14-F1-model_v6,A0AAY5KZ14,afdb,excluded_species
AF-E0X5M3-F1-model_v6,E0X5M3,afdb,excluded_species
AF-G9HR47-F1-model_v6,G9HR47,afdb,excluded_species
AF-A0A3Q2C8N1-F1-model_v6,A0A3Q2C8N1,afdb,excluded_species
AF-A0A5E4A5D0-F1-model_v6,A0A5E4A5D0,afdb,excluded_species
AF-J7FZH2-F1-model_v6,J7FZH2,afdb,excluded_species
AF-A0A8C6S6G8-F1-model_v6,A0A8C6S6G8,afdb,excluded_species
AF-Q08546-F1-model_v6,Q08546,afdb,excluded_species
AF-A0A6J2ATW7-F1-model_v6,A0A6J2ATW7,afdb,excluded_species
AF-A0A8C5PZ72-F1-model_v6,A0A8C5PZ72,afdb,excluded_species
AF-F7CH32-F1-model_v6,F7CH32,afdb,excluded_species
AF-A0A8C4YRV7-F1-model_v6,A0A8C4YRV7,afdb,excluded_species
AF-A0A667Y0M6-F1-model_v6,A0A667Y0M6,afdb,excluded_species
AF-A0A3B3TW92-F1-model_v6,A0A3B3TW92,afdb,excluded_species
AF-G9BMA5-F1-model_v6,G9BMA5,afdb,excluded_species
AF-A0AAY4CRU3-F1-model_v6,A0AAY4CRU3,afdb,excluded_species
AF-A0A8B9XH06-F1-model_v6,A0A8B9XH06,afdb,excluded_species
AF-A0AAV7R518-F1-model_v6,A0AAV7R518,afdb,excluded_species
AF-A0A6P7XKX4-F1-model_v6,A0A6P7XKX4,afdb,excluded_species
AF-H9KW17-F1-model_v6,H9KW17,afdb,excluded_species
AF-G9BMI0-F1-model_v6,G9BMI0,afdb,excluded_species
AF-A0A2D3V105-F1-model_v6,A0A2D3V105,afdb,excluded_species
AF-A0A8C3HJ46-F1-model_v6,A0A8C3HJ46,afdb,excluded_species
AF-B0B0J3-F1-model_v6,B0B0J3,afdb,excluded_species
AF-Q6F4E6-F1-model_v6,Q6F4E6,afdb,excluded_species
AF-E0X5N1-F1-model_v6,E0X5N1,afdb,excluded_species
AF-A0A6P9C3H8-F1-model_v6,A0A6P9C3H8,afdb,excluded_species
AF-O46827-F1-model_v6,O46827,afdb,excluded_species
AF-A0A9V1EFP4-F1-model_v6,A0A9V1EFP4,afdb,excluded_species
AF-A0A8C0H123-F1-model_v6,A0A8C0H123,afdb,excluded_species
AF-B7TRR1-F1-model_v6,B7TRR1,afdb,excluded_species
AF-A0A3Q1IMZ9-F1-model_v6,A0A3Q1IMZ9,afdb,excluded_species
AF-O46822-F1-model_v6,O46822,afdb,excluded_species
AF-A0A4W4E4T6-F1-model_v6,A0A4W4E4T6,afdb,excluded_species
AF-A0A667XRI9-F1-model_v6,A0A667XRI9,afdb,excluded_species
AF-A0A671GA59-F1-model_v6,A0A671GA59,afdb,excluded_species
AF-A0A8C3FJ17-F1-model_v6,A0A8C3FJ17,afdb,excluded_species
AF-K9J5C3-F1-model_v6,K9J5C3,afdb,excluded_species
AF-O98191-F1-model_v6,O98191,afdb,excluded_species
AF-A0A5N4CRF5-F1-model_v6,A0A5N4CRF5,afdb,excluded_species
AF-G9HQS4-F1-model_v6,G9HQS4,afdb,excluded_species
AF-B7TRL5-F1-model_v6,B7TRL5,afdb,excluded_species
AF-B7TRM0-F1-model_v6,B7TRM0,afdb,excluded_species
AF-A0A7K7Q3Z1-F1-model_v6,A0A7K7Q3Z1,afdb,excluded_species
AF-A0A6P7XIX1-F1-model_v6,A0A6P7XIX1,afdb,excluded_species
AF-A0A8V0XHA9-F1-model_v6,A0A8V0XHA9,afdb,excluded_species
AF-A0A2D3ULM3-F1-model_v6,A0A2D3ULM3,afdb,excluded_species
AF-A0A3B3VBN6-F1-model_v6,A0A3B3VBN6,afdb,excluded_species
AF-A0A8C0AAC7-F1-model_v6,A0A8C0AAC7,afdb,excluded_species
AF-B7TRQ7-F1-model_v6,B7TRQ7,afdb,excluded_species
AF-A0A2D3ULM1-F1-model_v6,A0A2D3ULM1,afdb,excluded_species
AF-A0A8C5PDI5-F1-model_v6,A0A8C5PDI5,afdb,excluded_species
AF-A0A803YAS3-F1-model_v6,A0A803YAS3,afdb,excluded_species
AF-A0A667FRH5-F1-model_v6,A0A667FRH5,afdb,excluded_species
AF-A0A8C0GJH3-F1-model_v6,A0A8C0GJH3,afdb,excluded_species
AF-G9HQX9-F1-model_v6,G9HQX9,afdb,excluded_species
AF-A0A091CPP3-F1-model_v6,A0A091CPP3,afdb,excluded_species
AF-A0A833YW29-F1-model_v6,A0A833YW29,afdb,excluded_species
AF-A0AAW1BTS2-F1-model_v6,A0AAW1BTS2,afdb,excluded_species
AF-A0A8C1S3R4-F1-model_v6,A0A8C1S3R4,afdb,excluded_species
AF-A0A2D3UL72-F1-model_v6,A0A2D3UL72,afdb,excluded_species
AF-A0A9F2RDZ3-F1-model_v6,A0A9F2RDZ3,afdb,excluded_species
AF-A0A834V4N3-F1-model_v6,A0A834V4N3,afdb,excluded_species
AF-A0A3B1ILT3-F1-model_v6,A0A3B1ILT3,afdb,excluded_species
AF-A0A8C4YSV6-F1-model_v6,A0A8C4YSV6,afdb,excluded_species
AF-A0A4W4DYG2-F1-model_v6,A0A4W4DYG2,afdb,excluded_species
AF-F6V720-F1-model_v6,F6V720,afdb,excluded_species
AF-A0A7L3WFS5-F1-model_v6,A0A7L3WFS5,afdb,excluded_species
AF-O46846-F1-model_v6,O46846,afdb,excluded_species
AF-A0A1S3WMT9-F1-model_v6,A0A1S3WMT9,afdb,excluded_species
AF-A0A4W2DBM4-F1-model_v6,A0A4W2DBM4,afdb,excluded_species
AF-A0A5N4CPV9-F1-model_v6,A0A5N4CPV9,afdb,excluded_species
AF-A0A2D3UL71-F1-model_v6,A0A2D3UL71,afdb,excluded_species
AF-A0A7J8FK23-F1-model_v6,A0A7J8FK23,afdb,excluded_species
AF-A0A672IDJ7-F1-model_v6,A0A672IDJ7,afdb,excluded_species
AF-A0A8B7UP76-F1-model_v6,A0A8B7UP76,afdb,excluded_species
AF-B0B0I4-F1-model_v6,B0B0I4,afdb,excluded_species
AF-G9HR35-F1-model_v6,G9HR35,afdb,excluded_species
AF-Q9GJK3-F1-model_v6,Q9GJK3,afdb,excluded_species
AF-A0A485MRF4-F1-model_v6,A0A485MRF4,afdb,excluded_species
AF-A0A2H4C5K3-F1-model_v6,A0A2H4C5K3,afdb,excluded_species
AF-A0AAY5ECS8-F1-model_v6,A0AAY5ECS8,afdb,excluded_species
AF-A0A3B5M1D6-F1-model_v6,A0A3B5M1D6,afdb,excluded_species
AF-O46845-F1-model_v6,O46845,afdb,excluded_species
AF-A0A7J8IVZ5-F1-model_v6,A0A7J8IVZ5,afdb,excluded_species
AF-G9HR45-F1-model_v6,G9HR45,afdb,excluded_species
AF-A0A3B1JN36-F1-model_v6,A0A3B1JN36,afdb,excluded_species
AF-A0A498M1E1-F1-model_v6,A0A498M1E1,afdb,excluded_species
AF-G9BMD4-F1-model_v6,G9BMD4,afdb,excluded_species
AF-A0A667XST2-F1-model_v6,A0A667XST2,afdb,excluded_species
AF-A0A8C5WDI5-F1-model_v6,A0A8C5WDI5,afdb,excluded_species
AF-A0A8C2YUW8-F1-model_v6,A0A8C2YUW8,afdb,excluded_species
AF-A0ABD2EYJ0-F1-model_v6,A0ABD2EYJ0,afdb,excluded_species
AF-A0A5J6DDY6-F1-model_v6,A0A5J6DDY6,afdb,excluded_species
AF-A0A8C7X2D5-F1-model_v6,A0A8C7X2D5,afdb,excluded_species
AF-A0A8C5QGX4-F1-model_v6,A0A8C5QGX4,afdb,excluded_species
AF-A0A8C3IBI5-F1-model_v6,A0A8C3IBI5,afdb,excluded_species
AF-A0A9D3XNQ4-F1-model_v6,A0A9D3XNQ4,afdb,excluded_species
AF-B7TRH9-F1-model_v6,B7TRH9,afdb,excluded_species
AF-A0A4W4DZI9-F1-model_v6,A0A4W4DZI9,afdb,excluded_species
AF-A0A834DL09-F1-model_v6,A0A834DL09,afdb,excluded_species
AF-A0A8C2TZR2-F1-model_v6,A0A8C2TZR2,afdb,excluded_species
AF-A0A834V401-F1-model_v6,A0A834V401,afdb,excluded_species
AF-L5JXD8-F1-model_v6,L5JXD8,afdb,excluded_species
AF-A0A8M1MK68-F1-model_v6,A0A8M1MK68,afdb,excluded_species
AF-A0A8D1LCY5-F1-model_v6,A0A8D1LCY5,afdb,excluded_species
AF-A0A8D1S2E5-F1-model_v6,A0A8D1S2E5,afdb,excluded_species
AF-Q2QF26-F1-model_v6,Q2QF26,afdb,excluded_species
AF-G9HR10-F1-model_v6,G9HR10,afdb,excluded_species
AF-F1CN20-F1-model_v6,F1CN20,afdb,excluded_species
AF-K7ZMI9-F1-model_v6,K7ZMI9,afdb,excluded_species
AF-Q9MXR6-F1-model_v6,Q9MXR6,afdb,excluded_species
AF-A0AAN7RG99-F1-model_v6,A0AAN7RG99,afdb,excluded_species
AF-A0A9B0X242-F1-model_v6,A0A9B0X242,afdb,excluded_species
AF-A0AAY4CPX9-F1-model_v6,A0AAY4CPX9,afdb,excluded_species
AF-A0A6D2WSB2-F1-model_v6,A0A6D2WSB2,afdb,excluded_species
AF-A0A4W4DWK4-F1-model_v6,A0A4W4DWK4,afdb,excluded_species
AF-A0A8B9JF42-F1-model_v6,A0A8B9JF42,afdb,excluded_species
AF-A0A4W5R1N3-F1-model_v6,A0A4W5R1N3,afdb,excluded_species
AF-A0A5N5K9R8-F1-model_v6,A0A5N5K9R8,afdb,excluded_species
AF-A0A674H1H1-F1-model_v6,A0A674H1H1,afdb,excluded_species
AF-G9BMH6-F1-model_v6,G9BMH6,afdb,excluded_species
AF-A0A2K6B5S3-F1-model_v6,A0A2K6B5S3,afdb,excluded_species
AF-A0A1C9ZWU6-F1-model_v6,A0A1C9ZWU6,afdb,excluded_species
AF-A0A670Z5E9-F1-model_v6,A0A670Z5E9,afdb,excluded_species
AF-A0A6G0HTN4-F1-model_v6,A0A6G0HTN4,afdb,excluded_species
AF-A0A4W4DVL4-F1-model_v6,A0A4W4DVL4,afdb,excluded_species
AF-D5MSB4-F1-model_v6,D5MSB4,afdb,excluded_species
AF-A0A6J2N1B4-F1-model_v6,A0A6J2N1B4,afdb,excluded_species
AF-A0A8U0PEA0-F1-model_v6,A0A8U0PEA0,afdb,excluded_species
AF-A0AAY5E8D8-F1-model_v6,A0AAY5E8D8,afdb,excluded_species
AF-A0A803TSN1-F1-model_v6,A0A803TSN1,afdb,excluded_species
AF-G3QU39-F1-model_v6,G3QU39,afdb,excluded_species
AF-A0A8C0H7C3-F1-model_v6,A0A8C0H7C3,afdb,excluded_species
AF-A0A8T2MDJ5-F1-model_v6,A0A8T2MDJ5,afdb,excluded_species
AF-A0AAR2LEJ2-F1-model_v6,A0AAR2LEJ2,afdb,excluded_species
AF-E0X5N3-F1-model_v6,E0X5N3,afdb,excluded_species
AF-A0A8D0PC93-F1-model_v6,A0A8D0PC93,afdb,excluded_species
AF-A0A8C5QEX3-F1-model_v6,A0A8C5QEX3,afdb,excluded_species
AF-Q5W9C2-F1-model_v6,Q5W9C2,afdb,excluded_species
AF-A0A835ZVV6-F1-model_v6,A0A835ZVV6,afdb,excluded_species
AF-A0A8C5MN83-F1-model_v6,A0A8C5MN83,afdb,excluded_species
AF-A0A674N9S8-F1-model_v6,A0A674N9S8,afdb,excluded_species
AF-G1LXN2-F1-model_v6,G1LXN2,afdb,excluded_species
AF-A0A671TLR5-F1-model_v6,A0A671TLR5,afdb,excluded_species
AF-A0A8C1J5V1-F1-model_v6,A0A8C1J5V1,afdb,excluded_species
AF-A0A8D2D466-F1-model_v6,A0A8D2D466,afdb,excluded_species
AF-A0A8C5PYZ9-F1-model_v6,A0A8C5PYZ9,afdb,excluded_species
AF-A0AAJ8B3D1-F1-model_v6,A0AAJ8B3D1,afdb,excluded_species
AF-A0A6M9U037-F1-model_v6,A0A6M9U037,afdb,excluded_species
AF-A0A3Q3QXS8-F1-model_v6,A0A3Q3QXS8,afdb,excluded_species
AF-A0A8J6FX41-F1-model_v6,A0A8J6FX41,afdb,excluded_species
AF-A0A8C6XPL2-F1-model_v6,A0A8C6XPL2,afdb,excluded_species
AF-A0A7L2RW10-F1-model_v6,A0A7L2RW10,afdb,excluded_species
AF-A0A8C6XYJ5-F1-model_v6,A0A8C6XYJ5,afdb,excluded_species
AF-J3SEQ8-F1-model_v6,J3SEQ8,afdb,excluded_species
AF-A0A287BJ64-F1-model_v6,A0A287BJ64,afdb,excluded_species
AF-A0AA88MZN4-F1-model_v6,A0AA88MZN4,afdb,excluded_species
AF-G9BMF7-F1-model_v6,G9BMF7,afdb,excluded_species
AF-A0A8B8RN55-F1-model_v6,A0A8B8RN55,afdb,excluded_species
AF-G9HQV2-F1-model_v6,G9HQV2,afdb,excluded_species
AF-A0A8D1CSW6-F1-model_v6,A0A8D1CSW6,afdb,excluded_species
AF-A0A5J6DDQ0-F1-model_v6,A0A5J6DDQ0,afdb,excluded_species
AF-A0A6P3HX29-F1-model_v6,A0A6P3HX29,afdb,excluded_species
AF-A0AAD8CJ02-F1-model_v6,A0AAD8CJ02,afdb,excluded_species
AF-B7TRH7-F1-model_v6,B7TRH7,afdb,excluded_species
AF-M9T8M2-F1-model_v6,M9T8M2,afdb,excluded_species
AF-L0HB84-F1-model_v6,L0HB84,afdb,excluded_species
AF-K7D3A6-F1-model_v6,K7D3A6,afdb,excluded_species
AF-A0A674NQ96-F1-model_v6,A0A674NQ96,afdb,excluded_species
AF-A0A667Y0X5-F1-model_v6,A0A667Y0X5,afdb,excluded_species
AF-A0A8D0HP50-F1-model_v6,A0A8D0HP50,afdb,excluded_species
AF-A0A670Z5P8-F1-model_v6,A0A670Z5P8,afdb,excluded_species
AF-A0A1J0QXF8-F1-model_v6,A0A1J0QXF8,afdb,excluded_species
AF-A0A7L3PS40-F1-model_v6,A0A7L3PS40,afdb,excluded_species
AF-G9HQW6-F1-model_v6,G9HQW6,afdb,excluded_species
AF-A0A669F9S7-F1-model_v6,A0A669F9S7,afdb,excluded_species
AF-A0A8D2G0L7-F1-model_v6,A0A8D2G0L7,afdb,excluded_species
AF-A0A5J6DDL9-F1-model_v6,A0A5J6DDL9,afdb,excluded_species
AF-M1RE08-F1-model_v6,M1RE08,afdb,excluded_species
AF-A0A977SNX9-F1-model_v6,A0A977SNX9,afdb,excluded_species
AF-A0A672YSK7-F1-model_v6,A0A672YSK7,afdb,excluded_species
AF-A0A8C8DQH6-F1-model_v6,A0A8C8DQH6,afdb,excluded_species
