pdb,chain,tstart,tend,status,type
4pr5-assembly1,A,1,180,primary,pdb
1x7q-assembly1,A,1,180,primary,pdb
3lkp-assembly1,A,1,180,primary,pdb
6ss8-assembly1,A,1,180,primary,pdb
3vxo-assembly1,A,1,180,primary,pdb
8rne-assembly1,A,1,179,primary,pdb
6vb4-assembly1,A,1,180,primary,pdb
6viu-assembly1,A,1,180,primary,pdb
3mre-assembly1,A,1,180,primary,pdb
9dl1-assembly1,F,1,180,primary,pdb
2axg-assembly1,A,1,180,primary,pdb
3qzw-assembly1,A,1,180,primary,pdb
6at5-assembly1,A,1,179,primary,pdb
3to2-assembly1,A,1,180,primary,pdb
1mi5-assembly1,A,1,179,primary,pdb
3fqr-assembly1,A,1,180,primary,pdb
7yg3-assembly1,A,1,180,primary,pdb
8xke-assembly1,A,1,180,primary,pdb
3kpq-assembly1,A,1,180,primary,pdb
6vqz-assembly1,A,1,180,primary,pdb
7sr4-assembly1,A,112,291,primary,pdb
6mt5-assembly1,A,1,180,primary,pdb
3kyo-assembly1,A,1,179,primary,pdb
1k5n-assembly1,A,1,180,primary,pdb
4jfd-assembly1,A,1,180,primary,pdb
7mle-assembly1,A,1,180,primary,pdb
7n2p-assembly1,A,1,180,primary,pdb
6eqa-assembly1,A,1,180,primary,pdb
3mrf-assembly1,A,1,180,primary,pdb
8emf-assembly1,A,1,180,primary,pdb
3dx6-assembly1,A,1,180,primary,pdb
3mrr-assembly1,A,1,180,primary,pdb
3vxr-assembly1,A,1,180,primary,pdb
3myj-assembly1,A,1,180,primary,pdb
3mrd-assembly1,A,1,180,primary,pdb
5meo-assembly1,A,1,180,primary,pdb
7xf3-assembly1,A,1,180,primary,pdb
5vud-assembly1,A,1,180,primary,pdb
5t6z-assembly1,A,1,180,primary,pdb
1agb-assembly1,A,1,179,primary,pdb
7n1a-assembly1,A,1,180,primary,pdb
6o51-assembly1,A,1,180,primary,pdb
3am8-assembly1,A,1,179,primary,pdb
5eu5-assembly1,A,1,180,primary,pdb
6bj3-assembly1,A,1,179,primary,pdb
5nmh-assembly1,A,1,180,primary,pdb
2fz3-assembly1,A,1,180,primary,pdb
6vqy-assembly1,A,1,180,primary,pdb
6tdo-assembly1,A,1,180,primary,pdb
2v2x-assembly1,A,1,180,primary,pdb
6rpb-assembly1,A,1,180,primary,pdb
5eo0-assembly1,A,1,179,primary,pdb
3qdm-assembly1,A,1,180,primary,pdb
8rnf-assembly1,A,1,179,primary,pdb
4l3e-assembly1,A,1,180,primary,pdb
3mrn-assembly1,A,1,180,primary,pdb
4hx1-assembly1,A,1,180,primary,pdb
6jto-assembly1,A,1,179,primary,pdb
4nt6-assembly1,A,3,180,primary,pdb
3giv-assembly1,A,1,180,primary,pdb
4wu7-assembly1,A,1,180,primary,pdb
6vmc-assembly1,A,1,180,primary,pdb
8elh-assembly1,A,1,180,primary,pdb
1agc-assembly1,A,1,179,primary,pdb
6avg-assembly1,G,1,179,primary,pdb
3d25-assembly1,A,1,180,primary,pdb
3spv-assembly1,A,1,179,primary,pdb
4u1m-assembly1,A,1,179,primary,pdb
4pri-assembly1,A,1,180,primary,pdb
5c0j-assembly1,A,2,181,primary,pdb
1duz-assembly1,A,1,180,primary,pdb
1a1o-assembly1,A,1,180,primary,pdb
6v2q-assembly1,A,1,180,primary,pdb
7ow3-assembly1,A,1,179,primary,pdb
7tuc-assembly1,A,1,180,primary,pdb
5c0a-assembly1,A,1,180,primary,pdb
8v51-assembly1,A,1,180,primary,pdb
8rjh-assembly1,A,1,180,primary,pdb
1tvb-assembly1,A,1,180,primary,pdb
2git-assembly1,A,1,180,primary,pdb
5f7d-assembly1,A,1,179,primary,pdb
5yxn-assembly1,C,1,180,primary,pdb
7tlt-assembly1,A,1,180,primary,pdb
3vfw-assembly1,A,1,180,primary,pdb
6d7g-assembly1,A-2,111,290,primary,pdb
8frt-assembly1,A,115,294,primary,pdb
3mri-assembly1,A,1,180,primary,pdb
2gt9-assembly1,A,1,180,primary,pdb
6uln-assembly1,A,1,179,primary,pdb
5bs0-assembly1,A,1,180,primary,pdb
6pyj-assembly1,A,1,180,primary,pdb
1im3-assembly1,A,1,180,primary,pdb
3i6k-assembly1,A,1,180,primary,pdb
2h6p-assembly1,A,1,180,primary,pdb
3vft-assembly1,A,1,180,primary,pdb
7r7v-assembly1,A,1,180,primary,pdb
8fja-assembly1,A,1,180,primary,pdb
7m8u-assembly1,A,1,180,primary,pdb
4prp-assembly1,A,1,180,primary,pdb
7m8s-assembly1,A,1,180,primary,pdb
3sko-assembly1,A,1,176,primary,pdb
3dx7-assembly1,A,1,180,primary,pdb
1xh3-assembly1,A,1,180,primary,pdb
3x14-assembly1,A,1,179,primary,pdb
3bw9-assembly1,A,1,180,primary,pdb
5knm-assembly1,A,1,180,primary,pdb
7sig-assembly1,A,1,180,primary,pdb
5c0g-assembly1,A,1,180,primary,pdb
2ypl-assembly1,A,1,180,primary,pdb
5u98-assembly1,A,1,179,primary,pdb
2v2w-assembly1,A,1,180,primary,pdb
5nqk-assembly1,H,1,180,primary,pdb
6ptb-assembly1,A,1,180,primary,pdb
2gtz-assembly1,A,1,180,primary,pdb
5wxd-assembly1,A,1,180,primary,pdb
4nnx-assembly1,A,1,180,primary,pdb
9bla-assembly1,A,1,180,primary,pdb
8emi-assembly1,A,1,180,primary,pdb
5wwi-assembly1,A,1,180,primary,pdb
7x00-assembly1,A,1,180,primary,pdb
5nht-assembly1,H,1,180,primary,pdb
7ur1-assembly1,A,1,180,primary,pdb
3l3g-assembly1,A,1,180,primary,pdb
3bgm-assembly1,A,1,180,primary,pdb
4no2-assembly1,A,1,180,primary,pdb
6uk4-assembly1,A,1,180,primary,pdb
7l1b-assembly1,A,1,180,primary,pdb
4u1n-assembly1,A,2,180,primary,pdb
1sys-assembly1,A,1,180,primary,pdb
1eez-assembly1,A,1,180,primary,pdb
5c0i-assembly1,A,2,181,primary,pdb
7n2n-assembly1,A,1,180,primary,pdb
3w39-assembly1,A,2,181,primary,pdb
2x4p-assembly1,A,1,180,primary,pdb
7s8r-assembly1,A,1,180,primary,pdb
4prb-assembly1,A,1,180,primary,pdb
7stg-assembly1,A,101,280,primary,pdb
1syv-assembly1,A,1,180,primary,pdb
3w0w-assembly1,A,1,180,primary,pdb
7dzm-assembly1,A,3,180,primary,pdb
4prh-assembly1,A,1,179,primary,pdb
3kpl-assembly1,A,1,180,primary,pdb
6ulr-assembly1,A,1,178,primary,pdb
6o53-assembly1,A,1,179,primary,pdb
6ujq-assembly1,A,1,180,primary,pdb
3bvn-assembly1,A,1,180,primary,pdb
6vrm-assembly1,A,1,179,primary,pdb
2fyy-assembly1,A,1,180,primary,pdb
6tds-assembly1,A,1,180,primary,pdb
1jht-assembly1,A,1,180,primary,pdb
5vwh-assembly1,A,1,180,primary,pdb
2vlj-assembly1,A,1,180,primary,pdb
1e28-assembly1,A,1,180,primary,pdb
7uc5-assembly1,A,1,180,primary,pdb
5yxu-assembly1,E,1,180,primary,pdb
2x4q-assembly1,D,1,180,primary,pdb
4no3-assembly1,A,1,180,primary,pdb
3cdg-assembly1,A,2,179,primary,pdb
8wul-assembly1,L,1,180,primary,pdb
3d18-assembly1,A,1,180,primary,pdb
4uq2-assembly1,C,1,180,primary,pdb
1zhk-assembly1,A,1,180,primary,pdb
8vcl-assembly1,A,1,180,primary,pdb
6d29-assembly1,A,1,180,primary,pdb
4u1j-assembly1,A,2,180,primary,pdb
7l1d-assembly1,A-2,1,180,primary,pdb
8cx4-assembly1,A,1,180,primary,pdb
4u1s-assembly1,A,2,180,primary,pdb
3lkq-assembly1,A,1,180,primary,pdb
6rpa-assembly1,A,1,180,primary,pdb
8gom-assembly1,A,1,180,primary,pdb
5nme-assembly1,A,1,180,primary,pdb
6vr5-assembly1,A,1,180,primary,pdb
3kpm-assembly1,A,1,180,primary,pdb
7tue-assembly1,A,1,180,primary,pdb
3ffc-assembly1,A,1,179,primary,pdb
7pdw-assembly1,CCC,1,179,primary,pdb
4mj5-assembly1,A,1,180,primary,pdb
6at9-assembly1,A,1,180,primary,pdb
1xr8-assembly1,A,1,180,primary,pdb
4jfq-assembly1,A,1,180,primary,pdb
7re8-assembly1,A,1,180,primary,pdb
3dtx-assembly1,A-2,1,180,primary,pdb
5t70-assembly1,A,1,180,primary,pdb
7r7w-assembly1,A,1,180,primary,pdb
6vq2-assembly1,A,1,180,primary,pdb
6dkp-assembly1,A,1,180,primary,pdb
9asf-assembly1,A,1,180,primary,pdb
2x4t-assembly1,D,1,180,primary,pdb
7k81-assembly1,A-2,1,180,primary,pdb
5iek-assembly1,A,1,180,primary,pdb
3dx8-assembly1,A,1,180,primary,pdb
5gsd-assembly1,A,1,180,primary,pdb
6vqo-assembly1,A,1,179,primary,pdb
6v2o-assembly1,A,1,180,primary,pdb
6pz5-assembly1,A,1,180,primary,pdb
5meq-assembly1,A,1,180,primary,pdb
4lnr-assembly1,A,1,180,primary,pdb
4jfo-assembly1,A,1,180,primary,pdb
6k60-assembly1,A,1,174,primary,pdb
4pre-assembly1,A,1,180,primary,pdb
8ref-assembly1,A,1,180,primary,pdb
6uzm-assembly1,A,1,180,primary,pdb
3lks-assembly1,A,1,180,primary,pdb
6bj8-assembly1,A,1,178,primary,pdb
3mrl-assembly1,A,1,180,primary,pdb
1zsd-assembly1,A,1,180,primary,pdb
4qrq-assembly1,A,1,172,primary,pdb
3mv7-assembly1,A,1,180,primary,pdb
1jgd-assembly1,A,1,180,primary,pdb
6tmo-assembly1,A,1,180,primary,pdb
7r80-assembly1,C,1,180,primary,pdb
7k80-assembly1,A,1,180,primary,pdb
6q3k-assembly1,A,2,181,primary,pdb
1zhl-assembly1,A,1,180,primary,pdb
2ypk-assembly1,A,1,180,primary,pdb
3vcl-assembly1,A,1,179,primary,pdb
7r7y-assembly1,A,1,180,primary,pdb
8f7m-assembly1,A,1,180,primary,pdb
8dnt-assembly1,E,1,180,primary,pdb
1w0w-assembly1,A,1,180,primary,pdb
7phr-assembly1,H,1,180,primary,pdb
5vgd-assembly1,A,1,179,primary,pdb
8wte-assembly1,H,1,180,primary,pdb
7stf-assembly1,A,1,179,primary,pdb
7eu2-assembly1,A,5,184,primary,pdb
9asg-assembly1,A,1,180,primary,pdb
6vr1-assembly1,A,1,180,primary,pdb
1m6o-assembly1,A,1,180,primary,pdb
9bl3-assembly1,A,1,180,primary,pdb
6ewa-assembly1,A,1,180,primary,pdb
5xos-assembly1,A,1,180,primary,pdb
6pyl-assembly1,A,1,180,primary,pdb
6y26-assembly1,A,1,180,primary,pdb
7st3-assembly1,A,105,284,primary,pdb
5def-assembly1,A,1,180,primary,pdb
2ak4-assembly1,A,1,180,primary,pdb
1i1y-assembly1,A,1,180,primary,pdb
5wmq-assembly1,A,1,179,primary,pdb
6nca-assembly1,I,1,180,primary,pdb
4u1h-assembly1,A,2,180,primary,pdb
3vh8-assembly1,A,1,180,primary,pdb
1w0v-assembly1,A,1,180,primary,pdb
5grg-assembly1,A,1,180,primary,pdb
2hjk-assembly1,A,1,180,primary,pdb
3vfo-assembly1,A,1,180,primary,pdb
7ssh-assembly1,A,110,289,primary,pdb
3l3i-assembly1,A,1,180,primary,pdb
6pa1-assembly1,A,1,179,primary,pdb
3hla-assembly1,A,1,180,primary,pdb
2x4o-assembly1,D,1,180,primary,pdb
9c6x-assembly1,A,117,296,primary,pdb
1hhj-assembly1,A,1,180,primary,pdb
7alo-assembly1,A,1,180,primary,pdb
5b38-assembly1,A,1,180,primary,pdb
7sqp-assembly1,A,113,292,primary,pdb
6eny-assembly1,F,1,178,primary,pdb
2pye-assembly1,A,1,180,primary,pdb
3kps-assembly1,A,1,180,primary,pdb
3lkr-assembly1,A,1,180,primary,pdb
6vqe-assembly1,A,1,180,primary,pdb
3b3i-assembly1,A,1,180,primary,pdb
5grd-assembly1,A,1,180,primary,pdb
6g3k-assembly1,A,1,180,primary,pdb
2x4r-assembly1,D,1,180,primary,pdb
8gvb-assembly1,H,1,179,primary,pdb
8vjz-assembly1,A,1,180,primary,pdb
4prd-assembly1,A,1,180,primary,pdb
4l3c-assembly1,A,1,180,primary,pdb
6d78-assembly1,A,1,180,primary,pdb
8v4z-assembly1,A,1,179,primary,pdb
6vrn-assembly1,A,1,180,primary,pdb
8tnj-assembly1,A,110,287,primary,pdb
5nmg-assembly1,A,1,180,primary,pdb
9bl9-assembly1,A,1,179,primary,pdb
4qru-assembly1,A,1,179,primary,pdb
3kpr-assembly1,A,1,180,primary,pdb
2cik-assembly1,A,1,180,primary,pdb
4k7f-assembly1,A,1,179,primary,pdb
7t0l-assembly1,A,1,180,primary,pdb
3kww-assembly1,A,1,180,primary,pdb
2bvq-assembly1,A,1,180,primary,pdb
3vfm-assembly1,A,1,180,primary,pdb
2bss-assembly1,A,1,180,primary,pdb
3l3d-assembly1,A,1,180,primary,pdb
2nw3-assembly1,A,1,180,primary,pdb
7x1b-assembly1,A,1,180,primary,pdb
3qdg-assembly1,A,1,180,primary,pdb
4jqx-assembly1,A,1,180,primary,pdb
5mer-assembly1,A,1,180,primary,pdb
3dxa-assembly1,A,1,180,primary,pdb
2bst-assembly1,A,1,180,primary,pdb
4qrt-assembly1,A,1,179,primary,pdb
9bl4-assembly1,A,1,180,primary,pdb
8rj5-assembly1,A,1,180,primary,pdb
6vb3-assembly1,A,2,181,primary,pdb
8fjb-assembly1,A,1,180,primary,pdb
5d2l-assembly1,A,1,179,primary,pdb
6eqb-assembly1,A,1,180,primary,pdb
6pyw-assembly1,A,1,180,primary,pdb
3qeq-assembly1,A,1,180,primary,pdb
7cir-assembly1,A,1,180,primary,pdb
5ib5-assembly1,A,1,180,primary,pdb
2p5w-assembly1,A,1,180,primary,pdb
3mv8-assembly1,A,1,180,primary,pdb
3wuw-assembly1,A,1,180,primary,pdb
5b39-assembly1,A,1,180,primary,pdb
3upr-assembly1,A,1,179,primary,pdb
3o3d-assembly1,A,1,180,primary,pdb
8gvg-assembly1,H,1,180,primary,pdb
2c7u-assembly1,A,1,180,primary,pdb
4gkn-assembly1,A,1,180,primary,pdb
1ktl-assembly1,A,1,179,primary,pdb
6y2b-assembly1,A,1,180,primary,pdb
2x4u-assembly1,D,1,180,primary,pdb
3skm-assembly1,A,1,173,primary,pdb
8rcv-assembly1,A,1,180,primary,pdb
6y29-assembly1,A,1,180,primary,pdb
4eup-assembly1,D,1,180,primary,pdb
3lv3-assembly1,A,1,180,primary,pdb
2axf-assembly1,A,1,180,primary,pdb
3bp7-assembly1,A,1,180,primary,pdb
3kpn-assembly1,A,1,180,primary,pdb
1tmc-assembly1,A,1,174,primary,pdb
3qdj-assembly1,A,1,180,primary,pdb
5wmr-assembly1,A,1,170,primary,pdb
7re7-assembly1,D,1,180,primary,pdb
5deg-assembly1,A,1,180,primary,pdb
5ib1-assembly1,A,1,180,primary,pdb
4g9d-assembly1,A,1,180,primary,pdb
8vra-assembly1,A,1,178,primary,pdb
2vlr-assembly1,A,1,180,primary,pdb
3bp4-assembly1,A,1,180,primary,pdb
6vqd-assembly1,A,1,180,primary,pdb
8hn4-assembly1,A,2,179,primary,pdb
1m05-assembly1,A,1,172,primary,pdb
7dyn-assembly1,A,1,180,primary,pdb
6y28-assembly1,A,1,180,primary,pdb
7cis-assembly1,A,1,180,primary,pdb
1kpr-assembly1,A,1,179,primary,pdb
4g9f-assembly1,A,1,180,primary,pdb
5d2n-assembly1,H,2,179,primary,pdb
1a1m-assembly1,A,1,180,primary,pdb
3bo8-assembly1,A,1,180,primary,pdb
9c6w-assembly1,A,113,292,primary,pdb
6ei2-assembly1,A,1,180,primary,pdb
6y27-assembly1,A,1,180,primary,pdb
4g8i-assembly1,A,1,180,primary,pdb
8esb-assembly1,A,1,180,primary,pdb
8rro-assembly1,C,1,180,primary,pdb
6vpz-assembly1,A,1,180,primary,pdb
6apn-assembly1,A,113,292,primary,pdb
1uxw-assembly1,A,1,180,primary,pdb
8yiv-assembly1,A,1,180,primary,pdb
9c6v-assembly1,A,116,295,primary,pdb
3czf-assembly1,A,1,180,primary,pdb
1hsa-assembly1,A,1,180,primary,pdb
5ib4-assembly1,A,1,180,primary,pdb
2a83-assembly1,A,1,180,primary,pdb
2bsr-assembly1,A,1,180,primary,pdb
8t7r-assembly1,i,1,180,primary,pdb
1of2-assembly1,A,1,180,primary,pdb
8vr9-assembly1,A,1,180,primary,pdb
8t6m-assembly1,E,1,180,primary,pdb
7ciq-assembly1,A,1,180,primary,pdb
5vge-assembly1,A,1,179,primary,pdb
6uon-assembly1,D,1,179,primary,pdb
8yj2-assembly1,A,1,180,primary,pdb
5ib2-assembly1,A,1,180,primary,pdb
3b6s-assembly1,A,1,180,primary,pdb
1ogt-assembly1,A,1,180,primary,pdb
7n2q-assembly1,A,1,180,primary,pdb
6y2a-assembly1,A,1,180,primary,pdb
8v50-assembly1,A,1,179,primary,pdb
8gvi-assembly1,H,1,180,primary,pdb
3cii-assembly1,A,1,179,primary,pdb
7qpd-assembly1,M,1,178,primary,pdb
4u1k-assembly1,A,2,180,primary,pdb
1jge-assembly1,A,1,180,primary,pdb
8esa-assembly1,A,1,180,primary,pdb
5ib3-assembly1,A,1,180,primary,pdb
1uxs-assembly1,A,1,180,primary,pdb
2hla-assembly1,A,1,180,primary,pdb
8ec5-assembly1,A,1,161,primary,pdb
8vrb-assembly1,A,1,180,primary,pdb
1qqd-assembly1,A,1,179,primary,pdb
7duu-assembly1,A,1,179,primary,pdb
1efx-assembly1,A,2,180,primary,pdb
8tmu-assembly1,A,1,179,primary,pdb
5xs3-assembly1,A,1,177,primary,pdb
1im9-assembly1,A,1,179,primary,pdb
5e6i-assembly1,I,1,180,primary,pdb
9c3e-assembly1,H,94,252,primary,pdb
6pui-assembly1,A,3,177,primary,pdb
5u1r-assembly1,C,3,175,primary,pdb
5u72-assembly1,A,3,173,primary,pdb
6pul-assembly1,A,3,177,primary,pdb
5u16-assembly1,A,3,175,primary,pdb
6pud-assembly1,A,3,177,primary,pdb
6xqp-assembly1,A,1,175,primary,pdb
7zt8-assembly1,A,3,178,primary,pdb
9btx-assembly1,A,3,175,primary,pdb
5u6q-assembly1,C,3,175,primary,pdb
4nqd-assembly1,A,1,177,primary,pdb
6pum-assembly1,A,3,175,primary,pdb
4l4v-assembly1,A,1,176,primary,pdb
6puc-assembly1,A,3,177,primary,pdb
6puj-assembly1,A,3,175,primary,pdb
9cgs-assembly1,A,3,175,primary,pdb
6w9u-assembly1,A,3,177,primary,pdb
6puh-assembly1,A,3,177,primary,pdb
9cgr-assembly1,A,3,178,primary,pdb
8y6x-assembly1,A,3,178,primary,pdb
4pjf-assembly1,A,1,175,primary,pdb
5d7i-assembly1,A,1,175,primary,pdb
6pvd-assembly1,A,3,175,primary,pdb
6pvc-assembly1,A,3,177,primary,pdb
6puf-assembly1,A,3,175,primary,pdb
4pji-assembly1,A,1,174,primary,pdb
4nqe-assembly1,A,3,178,primary,pdb
4nqc-assembly1,A,3,175,primary,pdb
5u2v-assembly1,A,3,178,primary,pdb
4pj5-assembly1,A,1,175,primary,pdb
9bty-assembly1,A,3,177,primary,pdb
6pug-assembly1,A,3,177,primary,pdb
6pue-assembly1,A,3,177,primary,pdb
5u17-assembly1,A,1,177,primary,pdb
7zt3-assembly1,A,2,178,primary,pdb
4pje-assembly1,A,1,172,primary,pdb
4pj8-assembly1,A,1,175,primary,pdb
5d7l-assembly1,A,1,177,primary,pdb
6puk-assembly1,A,3,175,primary,pdb
6w9v-assembly1,A,3,177,primary,pdb
7zt2-assembly1,A,1,177,primary,pdb
4pj9-assembly1,A,3,178,primary,pdb
9btz-assembly1,A,3,176,primary,pdb
4pjg-assembly1,A,1,175,primary,pdb
4pjc-assembly1,A,3,176,primary,pdb
7ufj-assembly1,A,3,176,primary,pdb
5d7j-assembly1,E,1,174,primary,pdb
4pj7-assembly1,A,3,176,primary,pdb
9bu0-assembly1,A,3,175,primary,pdb
4pjh-assembly1,A,1,174,primary,pdb
5d5m-assembly1,A,1,175,primary,pdb
8bp6-assembly1,A,100,275,primary,pdb
7zt5-assembly1,A,3,176,primary,pdb
4pjd-assembly1,A,3,178,primary,pdb
7zt7-assembly1,A,3,176,primary,pdb
4pjx-assembly1,A,3,174,primary,pdb
7zt4-assembly1,A,3,176,primary,pdb
4pja-assembly1,A,3,176,primary,pdb
7lli-assembly1,C,3,178,primary,pdb
4lcw-assembly1,A,3,176,primary,pdb
4l4t-assembly1,A,3,178,primary,pdb
7umg-assembly1,A,2,175,primary,pdb
4gup-assembly1,A,2,176,primary,pdb
7zt9-assembly1,A,3,176,primary,pdb
4pjb-assembly1,A,3,178,primary,pdb
7llj-assembly1,C,3,178,primary,pdb
1t7x-assembly1,A,2,176,primary,pdb
6mwr-assembly1,A,2,176,primary,pdb
1t7y-assembly1,A,2,175,primary,pdb
3es6-assembly1,A,6,179,primary,pdb
1t7z-assembly1,A,2,175,primary,pdb
1t80-assembly1,A,2,177,primary,pdb
1de4-assembly1,A,1,178,primary,pdb
1t7v-assembly1,A,2,175,primary,pdb
1t7w-assembly1,A,2,175,primary,pdb
6r2u-assembly1,A,2,178,primary,pdb
1a6z-assembly1,A,1,178,primary,pdb
1zag-assembly1,A,2,174,primary,pdb
7rno-assembly1,A,2,175,primary,pdb
6nha-assembly1,A,3,163,primary,pdb
6c98-assembly1,A,2,169,primary,pdb
7q15-assembly1,A,1,171,primary,pdb
6wna-assembly1,A,2,171,primary,pdb
6c97-assembly1,A,2,171,primary,pdb
6wol-assembly1,A,2,169,primary,pdb
2wy3-assembly1,A,3,173,primary,pdb
6qio-assembly1,B,1,172,primary,pdb
5bjt-assembly1,A,2,171,primary,pdb
6c99-assembly1,A,3,172,primary,pdb
4n0f-assembly1,A,2,171,primary,pdb
4n0u-assembly1,A,2,171,primary,pdb
6fgb-assembly1,A,1,171,primary,pdb
6la6-assembly1,E-4,1,171,primary,pdb
6qip-assembly1,B,1,172,primary,pdb
6ilm-assembly1,E-45,2,171,primary,pdb
4wo4-assembly1,A,3,172,primary,pdb
1je6-assembly1,A,3,176,primary,pdb
8tm0-assembly1,C,1,161,primary,pdb
5whk-assembly1,A,2,158,primary,pdb
6v7y-assembly1,A,6,179,primary,pdb
3m17-assembly1,A,2,168,primary,pdb
8tm2-assembly1,C,1,164,primary,pdb
5bxf-assembly1,A,2,170,primary,pdb
8sos-assembly1,E-2,3,179,primary,pdb
4k71-assembly1,B,2,171,primary,pdb
3sdx-assembly1,A,1,176,primary,pdb
1onq-assembly1,A,2,173,primary,pdb
1exu-assembly1,A,3,163,primary,pdb
6la7-assembly1,E-3,2,170,primary,pdb
7mxf-assembly1,A,1,178,primary,pdb
8tlz-assembly1,A,1,162,primary,pdb
3m1b-assembly1,A,2,167,primary,pdb
3jtc-assembly1,A,1,171,primary,pdb
7mx4-assembly1,A,1,178,primary,pdb
7c9v-assembly1,E-14,2,170,primary,pdb
1kcg-assembly1,C,1,170,primary,pdb
4s0u-assembly1,C,1,174,primary,pdb
1b3j-assembly1,A,1,165,primary,pdb
3u0p-assembly1,A,1,177,primary,pdb
1xz0-assembly1,A,1,176,primary,pdb
4ww2-assembly1,C,6,177,primary,pdb
6v7z-assembly1,A,3,179,primary,pdb
1lqv-assembly1,A,1,169,primary,pdb
8dv4-assembly1,A,1,177,primary,pdb
4lhu-assembly1,A,4,176,primary,pdb
8sgm-assembly1,A,3,176,primary,pdb
3huj-assembly1,A,1,173,primary,pdb
6sny-assembly1,B,2,167,primary,pdb
8dv3-assembly1,A,6,179,primary,pdb
3d2u-assembly1,A,1,181,primary,pdb
3vwk-assembly1,A,2,171,primary,pdb
7ryo-assembly1,A,2,176,primary,pdb
3tzv-assembly1,C,2,175,primary,pdb
1l8j-assembly1,A,3,168,primary,pdb
7fi9-assembly1,C,3,161,primary,pdb
7ryn-assembly1,A,3,173,primary,pdb
8gle-assembly1,A,6,179,primary,pdb
4mng-assembly1,A,1,177,primary,pdb
7mxh-assembly1,A,4,179,primary,pdb
7fi6-assembly1,C,1,165,primary,pdb
8glf-assembly1,A,6,179,primary,pdb
5l2j-assembly1,A,6,179,primary,pdb
4en3-assembly1,C,2,174,primary,pdb
7kp1-assembly1,A,3,171,primary,pdb
7oks-assembly1,A,1,166,primary,pdb
8sgb-assembly1,A,3,177,primary,pdb
6nux-assembly1,A,2,167,primary,pdb
1gzp-assembly1,A,6,179,primary,pdb
1hyr-assembly1,C,2,176,primary,pdb
8glh-assembly1,A,3,179,primary,pdb
7fi5-assembly1,C,1,162,primary,pdb
7kp0-assembly1,A,1,171,primary,pdb
5c9j-assembly1,A,1,174,primary,pdb
4x6d-assembly1,A,2,171,primary,pdb
4v3e-assembly1,B,2,166,primary,pdb
5wl1-assembly1,A,6,179,primary,pdb
3ov6-assembly1,A,106,279,primary,pdb
7oku-assembly1,A,3,171,primary,pdb
7rym-assembly1,A,2,171,primary,pdb
8gli-assembly1,A,6,179,primary,pdb
3t8x-assembly1,A,3,179,primary,pdb
6d64-assembly1,A,6,179,primary,pdb
7sh4-assembly1,A,1,169,primary,pdb
4v3d-assembly1,D,1,167,primary,pdb
6c09-assembly1,A,2,173,primary,pdb
8glg-assembly1,A,3,178,primary,pdb
2po6-assembly1,A,3,176,primary,pdb
4x6e-assembly1,A,2,164,primary,pdb
7okv-assembly1,A,2,165,primary,pdb
4ono-assembly1,A,106,277,primary,pdb
7fi7-assembly1,C,3,165,primary,pdb
6cug-assembly1,A,4,180,primary,pdb
1gzq-assembly1,A,4,180,primary,pdb
7q5d-assembly1,A,2,171,primary,pdb
2h26-assembly1,A,6,179,primary,pdb
4wwk-assembly1,C,2,171,primary,pdb
5l2k-assembly1,A,6,179,primary,pdb
7okt-assembly1,A,2,162,primary,pdb
3vwj-assembly1,A,2,169,primary,pdb
5j1a-assembly1,A,2,168,primary,pdb
5wke-assembly1,A,6,179,primary,pdb
5wkg-assembly1,A,6,179,primary,pdb
1zt4-assembly1,A,4,176,primary,pdb
6v80-assembly1,A,1,177,primary,pdb
4mq7-assembly1,A,1,168,primary,pdb
7fi8-assembly1,C,3,164,primary,pdb
5wki-assembly1,A,1,175,primary,pdb
8zox-assembly1,A,3,176,primary,pdb
7koz-assembly1,A,1,170,primary,pdb
8c44-assembly1,C,2,164,primary,pdb
7b5f-assembly1,G,2,132,primary,pdb
1uqs-assembly1,A,7,180,primary,pdb
4x6f-assembly1,A,2,163,primary,pdb
4x6c-assembly1,A,2,165,primary,pdb
4ffe-assembly1,X,1,148,primary,pdb
6c15-assembly1,A,3,169,primary,pdb
7xxa-assembly1,E-29,2,144,primary,pdb
3s6c-assembly1,A,103,269,primary,pdb
4pdc-assembly1,E,1,148,primary,pdb
3it8-assembly1,D,2,177,primary,pdb
