pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,uniprot_length,organism,gene_name,entry_status,belongs_to,possibly_chimeric,grouped_gene_assigned,gene_name_assigned,organism_assigned,comments,resolution
3VFN,A,1,180,C5MK56,180,362,HLA-B*3507,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,50"
7KGT,A,1,180,Q861F7,180,341,MHC class I antigen,341,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,90"
5W1W,A,1,178,P13747,178,358,"HLA class I histocompatibility antigen, alpha chain E",358,Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,10"
3O4L,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,54"
6Z9X,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,68"
2X70,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
2BVO,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,65"
3GSO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,60"
6P64,A,1,180,Q53Z42,180,365,HLA class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,05"
6P2C,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,40"
4XXC,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,43"
7S8A,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,10"
9BL6,A,1,180,A0A411J078,180,342,MHC class I antigen,342,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,40"
6SSA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,11"
8TBW,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,08"
3VFP,A,1,180,C5MK56,180,362,HLA-B*3507,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,85"
7OW5,A,1,179,A0A583ZB34,179,371,MHC class I antigen,371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,58"
2VLL,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,60"
7JYV,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,51"
8RBU,A,1,180,Q5S3G3,180,365,HLA class I histocompatibility antigen A alpha chain,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,70"
3MRB,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,40"
5SWQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
3X13,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,80"
3PWL,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,65"
2X4S,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,55"
4G8G,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,40"
3IXA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
7PBC,CCC,1,179,Q861F7,179,341,MHC class I antigen,341,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,04"
6RP9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,12"
7WJ3,A,1,179,A0A858LG55,179,366,MHC class I antigen,366,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,56"
7T5M,A,1,180,Q861F7,180,341,MHC class I antigen,341,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,67"
3VFU,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,65"
6Q3S,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
1A1N,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,00"
5HHO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,95"
4JQV,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,50"
8F5A,A,1,180,U6BR87,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,95"
6UJ8,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,25"
4MNQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,74"
3LN4,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,30"
7R7X,A,1,180,U6BR87,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
6VB2,A,1,180,F4NBQ8,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,41"
8XG2,A,1,180,A0A0G2JPD3,180,394,"Major histocompatibility complex, class I, A",394,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,84"
6R2L,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,30"
8SBK,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,80"
4WUU,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,05"
5E00,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,70"
8E8I,A,1,179,Q5SS57,179,362,HLA class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,49"
5FA4,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
6MT6,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,31"
3MRQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
8TUH,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,20"
1W72,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,15"
6G3J,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,45"
8SHI,A,1,179,F6IQM2,179,349,MHC class I antigen,349,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,90"
6O4Z,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,50"
2VLK,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
2P5E,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,89"
4O2E,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,98"
7LGT,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,97"
6O4Y,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,58"
3PWN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,60"
4LCY,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,60"
6PTE,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
5C08,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,33"
5E9D,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,51"
5HHP,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
2GJ6,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,56"
3MRM,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
6RSY,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,95"
8XES,A,1,180,A0A0G2JPD3,180,394,"Major histocompatibility complex, class I, A",394,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,78"
6TRO,A,1,179,Q53Z42,179,365,HLA class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,00"
4PRA,A,1,180,C5MK56,180,362,HLA-B*3507,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,85"
8FU4,A,1,180,Q53Z42,180,365,HLA class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,60"
6BXP,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,45"
3HPJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
2DYP,A,1,179,P17693,179,338,"HLA class I histocompatibility antigen, alpha chain G",338,Homo sapiens,HLA-G,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
3O3E,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,85"
3V5H,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,63"
5WKH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,20"
3SJV,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"3,10"
3BXN,A,1,180,Q56H30,180,295,MHC class I antigen,295,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,86"
6O9C,A,2,180,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,45"
8I5E,H,1,180,U5YJJ6,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,20"
3BH8,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,65"
3VRJ,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,90"
6TRN,A,1,180,Q53Z42,180,365,HLA class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,35"
1I1F,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,80"
5WMP,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,60"
3VFV,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,55"
8TBV,A,1,180,Q53Z42,180,365,HLA class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,64"
6SS9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,70"
8U9G,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,87"
5MEN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,81"
5WMN,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,82"
7WT5,A,2,181,A0A109QAI7,180,365,MHC class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
3D39,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,81"
7L1C,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,96"
6V2P,A,1,180,I3ZN84,180,362,HLA-B alpha chain (B*5703GB),362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,30"
5IRO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,64"
1S9W,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
5N6B,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,71"
7WZZ,A,1,180,F4NC28,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,31"
6VMA,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,75"
3LN5,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,90"
3GSX,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
8EO8,A,1,179,F4NBT2,179,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,30"
5V5M,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,88"
8EMG,A,1,180,F4NBT2,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,83"
7RM4,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,33"
7RRG,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,12"
2AV1,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,95"
7DZN,A,1,179,V6E0U6,179,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,63"
4U6Y,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,47"
5C0B,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,03"
8ES9,N,1,180,Q861F7,180,341,MHC class I antigen,341,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,25"
8E2Z,A,1,173,Q5SS57,173,362,HLA class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,13"
6VB0,A,1,180,F4NBQ8,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,90"
4U1I,A,2,180,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,92"
2GUO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
3L3K,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,60"
3UTS,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,71"
9BL5,A,1,180,A0A411J078,180,342,MHC class I antigen,342,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,00"
4UQ3,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
5WXC,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,30"
5T6W,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,90"
6JTN,A,1,179,C1K0Y1,179,366,HLA class I antigen,366,Homo sapiens,HLA-Cw,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,90"
1OGA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,40"
7SRK,A,107,286,Q6NSI4,180,855,RPA-related protein RADX,855,Homo sapiens,RADX,Uniprotkb reviewed (swiss-prot),,yes,,,,,"2,50"
7SRK,A,107,286,P16213,180,119,Beta-2-microglobulin,119,Pongo pygmaeus,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"2,50"
7SRK,A,107,286,F6IR24,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,yes,HLA-A_trimer,,,,"2,50"
6D2T,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,90"
6PBH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,89"
5IEH,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,50"
1B0G,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
7RZJ,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,80"
6MTL,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,35"
3MR9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,93"
1B0R,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,90"
3GSQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,12"
2GTW,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,55"
3MRC,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,80"
3HCV,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,95"
6EWC,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,20"
1AGF,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,20"
4JRX,A,1,180,C5MK56,180,362,HLA-B*3507,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,30"
